ENTIDAD,ANUAL,MESES,Tmax,AÑO
SINALOA,24.8,DIC,20.2,1990
SONORA,21.8,DIC,14.6,1990
TABASCO,27.1,DIC,24.3,1990
TAMAULIPAS,23.6,DIC,17.5,1990
TLAXCALA,13.8,DIC,11.5,1990
VERACRUZ,22.7,DIC,18.9,1990
YUCATÁN,26.1,DIC,23.7,1990
ZACATECAS,17.2,DIC,13.2,1990
AGUASCALIENTES,25.3,ENE,21.9,1991
BAJA CALIFORNIA,26.3,ENE,20.3,1991
BAJA CALIFORNIA SUR,29.7,ENE,23.8,1991
CAMPECHE,33.9,ENE,31.7,1991
COAHUILA,27.0,ENE,20.1,1991
COLIMA,32.7,ENE,31.1,1991
CHIAPAS,30.6,ENE,29.7,1991
CHIHUAHUA,25.0,ENE,17.3,1991
DISTRITO FEDERAL,24.1,ENE,22.6,1991
DURANGO,25.6,ENE,21.1,1991
GUANAJUATO,26.4,ENE,23.7,1991
GUERRERO,32.0,ENE,31.3,1991
HIDALGO,24.1,ENE,22.2,1991
JALISCO,29.1,ENE,26.6,1991
ESTADO DE MÉXICO,22.5,ENE,21.1,1991
MICHOACÁN,28.0,ENE,26.7,1991
MORELOS,29.5,ENE,28.3,1991
NAYARIT,32.6,ENE,29.9,1991
NUEVO LEÓN,27.1,ENE,19.2,1991
OAXACA,28.4,ENE,27.4,1991
PUEBLA,25.0,ENE,23.3,1991
QUERÉTARO,25.7,ENE,23.8,1991
QUINTANA ROO,31.9,ENE,29.6,1991
SAN LUIS POTOSÍ,27.5,ENE,23.2,1991
SINALOA,32.3,ENE,26.9,1991
SONORA,30.4,ENE,21.9,1991
TABASCO,33.4,ENE,31.1,1991
TAMAULIPAS,29.9,ENE,23.5,1991
TLAXCALA,22.4,ENE,20.9,1991
VERACRUZ,28.5,ENE,24.8,1991
YUCATÁN,33.4,ENE,31.3,1991
ZACATECAS,25.5,ENE,21.6,1991
AGUASCALIENTES,25.3,FEB,23.7,1991
BAJA CALIFORNIA,26.3,FEB,24.1,1991
BAJA CALIFORNIA SUR,29.7,FEB,26.2,1991
CAMPECHE,33.9,FEB,32.2,1991
COAHUILA,27.0,FEB,21.6,1991
COLIMA,32.7,FEB,32.8,1991
CHIAPAS,30.6,FEB,29.7,1991
CHIHUAHUA,25.0,FEB,19.2,1991
DISTRITO FEDERAL,24.1,FEB,23.7,1991
DURANGO,25.6,FEB,22.0,1991
GUANAJUATO,26.4,FEB,25.1,1991
GUERRERO,32.0,FEB,32.4,1991
HIDALGO,24.1,FEB,22.5,1991
JALISCO,29.1,FEB,28.3,1991
ESTADO DE MÉXICO,22.5,FEB,22.1,1991
MICHOACÁN,28.0,FEB,27.9,1991
MORELOS,29.5,FEB,29.8,1991
NAYARIT,32.6,FEB,31.4,1991
NUEVO LEÓN,27.1,FEB,22.0,1991
OAXACA,28.4,FEB,27.7,1991
PUEBLA,25.0,FEB,24.4,1991
QUERÉTARO,25.7,FEB,24.4,1991
QUINTANA ROO,31.9,FEB,30.3,1991
SAN LUIS POTOSÍ,27.5,FEB,24.0,1991
SINALOA,32.3,FEB,29.5,1991
SONORA,30.4,FEB,25.5,1991
TABASCO,33.4,FEB,29.4,1991
TAMAULIPAS,29.9,FEB,25.9,1991
TLAXCALA,22.4,FEB,22.6,1991
VERACRUZ,28.5,FEB,25.1,1991
YUCATÁN,33.4,FEB,31.4,1991
ZACATECAS,25.5,FEB,23.0,1991
AGUASCALIENTES,25.3,MAR,28.1,1991
BAJA CALIFORNIA,26.3,MAR,20.2,1991
BAJA CALIFORNIA SUR,29.7,MAR,26.3,1991
CAMPECHE,33.9,MAR,35.4,1991
COAHUILA,27.0,MAR,27.8,1991
COLIMA,32.7,MAR,32.8,1991
CHIAPAS,30.6,MAR,32.5,1991
CHIHUAHUA,25.0,MAR,22.6,1991
DISTRITO FEDERAL,24.1,MAR,28.2,1991
DURANGO,25.6,MAR,26.7,1991
GUANAJUATO,26.4,MAR,29.3,1991
GUERRERO,32.0,MAR,33.8,1991
HIDALGO,24.1,MAR,27.9,1991
JALISCO,29.1,MAR,31.5,1991
ESTADO DE MÉXICO,22.5,MAR,25.9,1991
MICHOACÁN,28.0,MAR,31.3,1991
MORELOS,29.5,MAR,32.5,1991
NAYARIT,32.6,MAR,32.9,1991
NUEVO LEÓN,27.1,MAR,28.5,1991
OAXACA,28.4,MAR,30.7,1991
PUEBLA,25.0,MAR,28.2,1991
QUERÉTARO,25.7,MAR,29.5,1991
QUINTANA ROO,31.9,MAR,32.5,1991
SAN LUIS POTOSÍ,27.5,MAR,30.8,1991
SINALOA,32.3,MAR,30.1,1991
SONORA,30.4,MAR,25.2,1991
TABASCO,33.4,MAR,34.8,1991
TAMAULIPAS,29.9,MAR,32.4,1991
TLAXCALA,22.4,MAR,26.6,1991
VERACRUZ,28.5,MAR,30.9,1991
YUCATÁN,33.4,MAR,34.2,1991
ZACATECAS,25.5,MAR,27.6,1991
AGUASCALIENTES,25.3,ABR,29.9,1991
BAJA CALIFORNIA,26.3,ABR,24.6,1991
BAJA CALIFORNIA SUR,29.7,ABR,29.7,1991
CAMPECHE,33.9,ABR,37.1,1991
COAHUILA,27.0,ABR,29.9,1991
COLIMA,32.7,ABR,33.4,1991
CHIAPAS,30.6,ABR,33.6,1991
CHIHUAHUA,25.0,ABR,27.5,1991
DISTRITO FEDERAL,24.1,ABR,27.9,1991
DURANGO,25.6,ABR,29.2,1991
GUANAJUATO,26.4,ABR,30.8,1991
GUERRERO,32.0,ABR,34.8,1991
HIDALGO,24.1,ABR,28.8,1991
JALISCO,29.1,ABR,33.0,1991
ESTADO DE MÉXICO,22.5,ABR,26.4,1991
MICHOACÁN,28.0,ABR,32.6,1991
MORELOS,29.5,ABR,33.8,1991
NAYARIT,32.6,ABR,34.4,1991
NUEVO LEÓN,27.1,ABR,30.5,1991
OAXACA,28.4,ABR,31.8,1991
PUEBLA,25.0,ABR,28.8,1991
QUERÉTARO,25.7,ABR,30.9,1991
QUINTANA ROO,31.9,ABR,33.4,1991
SAN LUIS POTOSÍ,27.5,ABR,32.3,1991
SINALOA,32.3,ABR,34.1,1991
SONORA,30.4,ABR,30.8,1991
TABASCO,33.4,ABR,37.5,1991
TAMAULIPAS,29.9,ABR,34.0,1991
TLAXCALA,22.4,ABR,26.5,1991
VERACRUZ,28.5,ABR,32.9,1991
YUCATÁN,33.4,ABR,36.2,1991
ZACATECAS,25.5,ABR,29.4,1991
AGUASCALIENTES,25.3,MAY,31.4,1991
BAJA CALIFORNIA,26.3,MAY,26.7,1991
BAJA CALIFORNIA SUR,29.7,MAY,30.1,1991
CAMPECHE,33.9,MAY,36.8,1991
COAHUILA,27.0,MAY,32.0,1991
COLIMA,32.7,MAY,33.3,1991
CHIAPAS,30.6,MAY,32.6,1991
CHIHUAHUA,25.0,MAY,31.7,1991
DISTRITO FEDERAL,24.1,MAY,27.1,1991
DURANGO,25.6,MAY,32.2,1991
GUANAJUATO,26.4,MAY,31.6,1991
GUERRERO,32.0,MAY,34.9,1991
HIDALGO,24.1,MAY,28.2,1991
JALISCO,29.1,MAY,34.0,1991
ESTADO DE MÉXICO,22.5,MAY,25.6,1991
MICHOACÁN,28.0,MAY,32.7,1991
MORELOS,29.5,MAY,32.6,1991
NAYARIT,32.6,MAY,34.8,1991
NUEVO LEÓN,27.1,MAY,31.7,1991
OAXACA,28.4,MAY,31.3,1991
PUEBLA,25.0,MAY,28.1,1991
QUERÉTARO,25.7,MAY,30.3,1991
QUINTANA ROO,31.9,MAY,33.7,1991
SAN LUIS POTOSÍ,27.5,MAY,33.4,1991
SINALOA,32.3,MAY,35.4,1991
SONORA,30.4,MAY,34.2,1991
TABASCO,33.4,MAY,37.3,1991
TAMAULIPAS,29.9,MAY,34.6,1991
TLAXCALA,22.4,MAY,25.2,1991
VERACRUZ,28.5,MAY,33.3,1991
YUCATÁN,33.4,MAY,36.1,1991
ZACATECAS,25.5,MAY,31.7,1991
AGUASCALIENTES,25.3,JUN,29.1,1991
BAJA CALIFORNIA,26.3,JUN,28.6,1991
BAJA CALIFORNIA SUR,29.7,JUN,32.6,1991
CAMPECHE,33.9,JUN,35.5,1991
COAHUILA,27.0,JUN,32.9,1991
COLIMA,32.7,JUN,33.8,1991
CHIAPAS,30.6,JUN,31.6,1991
CHIHUAHUA,25.0,JUN,33.5,1991
DISTRITO FEDERAL,24.1,JUN,24.0,1991
DURANGO,25.6,JUN,32.0,1991
GUANAJUATO,26.4,JUN,29.0,1991
GUERRERO,32.0,JUN,32.7,1991
HIDALGO,24.1,JUN,25.3,1991
JALISCO,29.1,JUN,32.3,1991
ESTADO DE MÉXICO,22.5,JUN,23.1,1991
MICHOACÁN,28.0,JUN,29.9,1991
MORELOS,29.5,JUN,30.3,1991
NAYARIT,32.6,JUN,35.4,1991
NUEVO LEÓN,27.1,JUN,32.2,1991
OAXACA,28.4,JUN,29.1,1991
PUEBLA,25.0,JUN,25.9,1991
QUERÉTARO,25.7,JUN,27.4,1991
QUINTANA ROO,31.9,JUN,33.6,1991
SAN LUIS POTOSÍ,27.5,JUN,31.4,1991
SINALOA,32.3,JUN,37.3,1991
SONORA,30.4,JUN,37.4,1991
TABASCO,33.4,JUN,36.0,1991
TAMAULIPAS,29.9,JUN,34.4,1991
TLAXCALA,22.4,JUN,22.6,1991
VERACRUZ,28.5,JUN,31.4,1991
YUCATÁN,33.4,JUN,34.9,1991
ZACATECAS,25.5,JUN,29.9,1991
AGUASCALIENTES,25.3,JUL,23.1,1991
BAJA CALIFORNIA,26.3,JUL,31.0,1991
BAJA CALIFORNIA SUR,29.7,JUL,33.5,1991
CAMPECHE,33.9,JUL,35.1,1991
COAHUILA,27.0,JUL,30.5,1991
COLIMA,32.7,JUL,33.1,1991
CHIAPAS,30.6,JUL,30.8,1991
CHIHUAHUA,25.0,JUL,28.5,1991
DISTRITO FEDERAL,24.1,JUL,22.4,1991
DURANGO,25.6,JUL,26.3,1991
GUANAJUATO,26.4,JUL,25.0,1991
GUERRERO,32.0,JUL,31.0,1991
HIDALGO,24.1,JUL,22.9,1991
JALISCO,29.1,JUL,27.6,1991
ESTADO DE MÉXICO,22.5,JUL,21.1,1991
MICHOACÁN,28.0,JUL,26.2,1991
MORELOS,29.5,JUL,28.1,1991
NAYARIT,32.6,JUL,32.2,1991
NUEVO LEÓN,27.1,JUL,30.9,1991
OAXACA,28.4,JUL,27.8,1991
PUEBLA,25.0,JUL,24.3,1991
QUERÉTARO,25.7,JUL,24.1,1991
QUINTANA ROO,31.9,JUL,33.4,1991
SAN LUIS POTOSÍ,27.5,JUL,26.9,1991
SINALOA,32.3,JUL,34.5,1991
SONORA,30.4,JUL,36.6,1991
TABASCO,33.4,JUL,34.9,1991
TAMAULIPAS,29.9,JUL,31.3,1991
TLAXCALA,22.4,JUL,21.3,1991
VERACRUZ,28.5,JUL,29.5,1991
YUCATÁN,33.4,JUL,34.7,1991
ZACATECAS,25.5,JUL,24.0,1991
AGUASCALIENTES,25.3,AGO,25.9,1991
BAJA CALIFORNIA,26.3,AGO,32.6,1991
BAJA CALIFORNIA SUR,29.7,AGO,35.4,1991
CAMPECHE,33.9,AGO,35.0,1991
COAHUILA,27.0,AGO,32.0,1991
COLIMA,32.7,AGO,33.1,1991
CHIAPAS,30.6,AGO,31.0,1991
CHIHUAHUA,25.0,AGO,28.8,1991
DISTRITO FEDERAL,24.1,AGO,25.0,1991
DURANGO,25.6,AGO,27.7,1991
GUANAJUATO,26.4,AGO,26.8,1991
GUERRERO,32.0,AGO,31.5,1991
HIDALGO,24.1,AGO,24.6,1991
JALISCO,29.1,AGO,28.8,1991
ESTADO DE MÉXICO,22.5,AGO,22.1,1991
MICHOACÁN,28.0,AGO,27.3,1991
MORELOS,29.5,AGO,29.2,1991
NAYARIT,32.6,AGO,33.0,1991
NUEVO LEÓN,27.1,AGO,32.9,1991
OAXACA,28.4,AGO,28.4,1991
PUEBLA,25.0,AGO,25.0,1991
QUERÉTARO,25.7,AGO,26.3,1991
QUINTANA ROO,31.9,AGO,33.6,1991
SAN LUIS POTOSÍ,27.5,AGO,30.2,1991
SINALOA,32.3,AGO,35.5,1991
SONORA,30.4,AGO,36.2,1991
TABASCO,33.4,AGO,35.6,1991
TAMAULIPAS,29.9,AGO,34.8,1991
TLAXCALA,22.4,AGO,22.1,1991
VERACRUZ,28.5,AGO,30.4,1991
YUCATÁN,33.4,AGO,34.6,1991
ZACATECAS,25.5,AGO,26.7,1991
AGUASCALIENTES,25.3,SEP,23.5,1991
BAJA CALIFORNIA,26.3,SEP,31.9,1991
BAJA CALIFORNIA SUR,29.7,SEP,34.3,1991
CAMPECHE,33.9,SEP,33.7,1991
COAHUILA,27.0,SEP,28.0,1991
COLIMA,32.7,SEP,32.3,1991
CHIAPAS,30.6,SEP,30.0,1991
CHIHUAHUA,25.0,SEP,26.3,1991
DISTRITO FEDERAL,24.1,SEP,22.9,1991
DURANGO,25.6,SEP,25.0,1991
GUANAJUATO,26.4,SEP,24.8,1991
GUERRERO,32.0,SEP,30.1,1991
HIDALGO,24.1,SEP,22.6,1991
JALISCO,29.1,SEP,27.2,1991
ESTADO DE MÉXICO,22.5,SEP,20.7,1991
MICHOACÁN,28.0,SEP,25.4,1991
MORELOS,29.5,SEP,27.4,1991
NAYARIT,32.6,SEP,32.6,1991
NUEVO LEÓN,27.1,SEP,28.0,1991
OAXACA,28.4,SEP,27.3,1991
PUEBLA,25.0,SEP,23.5,1991
QUERÉTARO,25.7,SEP,23.8,1991
QUINTANA ROO,31.9,SEP,32.5,1991
SAN LUIS POTOSÍ,27.5,SEP,27.0,1991
SINALOA,32.3,SEP,33.7,1991
SONORA,30.4,SEP,34.4,1991
TABASCO,33.4,SEP,33.6,1991
TAMAULIPAS,29.9,SEP,30.4,1991
TLAXCALA,22.4,SEP,20.7,1991
VERACRUZ,28.5,SEP,28.5,1991
YUCATÁN,33.4,SEP,33.4,1991
ZACATECAS,25.5,SEP,24.4,1991
AGUASCALIENTES,25.3,OCT,23.6,1991
BAJA CALIFORNIA,26.3,OCT,30.3,1991
BAJA CALIFORNIA SUR,29.7,OCT,32.8,1991
CAMPECHE,33.9,OCT,32.8,1991
COAHUILA,27.0,OCT,27.5,1991
COLIMA,32.7,OCT,32.5,1991
CHIAPAS,30.6,OCT,29.4,1991
CHIHUAHUA,25.0,OCT,26.7,1991
DISTRITO FEDERAL,24.1,OCT,22.2,1991
DURANGO,25.6,OCT,24.8,1991
GUANAJUATO,26.4,OCT,24.0,1991
GUERRERO,32.0,OCT,30.5,1991
HIDALGO,24.1,OCT,21.6,1991
JALISCO,29.1,OCT,27.7,1991
ESTADO DE MÉXICO,22.5,OCT,20.6,1991
MICHOACÁN,28.0,OCT,25.9,1991
MORELOS,29.5,OCT,27.7,1991
NAYARIT,32.6,OCT,32.9,1991
NUEVO LEÓN,27.1,OCT,27.6,1991
OAXACA,28.4,OCT,26.9,1991
PUEBLA,25.0,OCT,23.2,1991
QUERÉTARO,25.7,OCT,23.0,1991
QUINTANA ROO,31.9,OCT,31.6,1991
SAN LUIS POTOSÍ,27.5,OCT,26.0,1991
SINALOA,32.3,OCT,34.3,1991
SONORA,30.4,OCT,33.9,1991
TABASCO,33.4,OCT,32.4,1991
TAMAULIPAS,29.9,OCT,29.8,1991
TLAXCALA,22.4,OCT,20.1,1991
VERACRUZ,28.5,OCT,27.4,1991
YUCATÁN,33.4,OCT,32.6,1991
ZACATECAS,25.5,OCT,24.3,1991
AGUASCALIENTES,25.3,NOV,22.9,1991
BAJA CALIFORNIA,26.3,NOV,25.4,1991
BAJA CALIFORNIA SUR,29.7,NOV,28.0,1991
CAMPECHE,33.9,NOV,30.9,1991
COAHUILA,27.0,NOV,22.2,1991
COLIMA,32.7,NOV,32.4,1991
CHIAPAS,30.6,NOV,28.5,1991
CHIHUAHUA,25.0,NOV,20.9,1991
DISTRITO FEDERAL,24.1,NOV,21.9,1991
DURANGO,25.6,NOV,21.9,1991
GUANAJUATO,26.4,NOV,23.6,1991
GUERRERO,32.0,NOV,30.6,1991
HIDALGO,24.1,NOV,21.1,1991
JALISCO,29.1,NOV,26.9,1991
ESTADO DE MÉXICO,22.5,NOV,20.5,1991
MICHOACÁN,28.0,NOV,25.2,1991
MORELOS,29.5,NOV,27.5,1991
NAYARIT,32.6,NOV,31.5,1991
NUEVO LEÓN,27.1,NOV,22.0,1991
OAXACA,28.4,NOV,26.5,1991
PUEBLA,25.0,NOV,22.9,1991
QUERÉTARO,25.7,NOV,22.7,1991
QUINTANA ROO,31.9,NOV,29.4,1991
SAN LUIS POTOSÍ,27.5,NOV,23.2,1991
SINALOA,32.3,NOV,30.0,1991
SONORA,30.4,NOV,27.4,1991
TABASCO,33.4,NOV,29.5,1991
TAMAULIPAS,29.9,NOV,24.4,1991
TLAXCALA,22.4,NOV,19.8,1991
VERACRUZ,28.5,NOV,24.6,1991
YUCATÁN,33.4,NOV,31.2,1991
ZACATECAS,25.5,NOV,23.2,1991
AGUASCALIENTES,25.3,DIC,20.8,1991
BAJA CALIFORNIA,26.3,DIC,19.8,1991
BAJA CALIFORNIA SUR,29.7,DIC,23.5,1991
CAMPECHE,33.9,DIC,30.3,1991
COAHUILA,27.0,DIC,19.1,1991
COLIMA,32.7,DIC,32.4,1991
CHIAPAS,30.6,DIC,28.4,1991
CHIHUAHUA,25.0,DIC,16.6,1991
DISTRITO FEDERAL,24.1,DIC,21.4,1991
DURANGO,25.6,DIC,18.1,1991
GUANAJUATO,26.4,DIC,22.7,1991
GUERRERO,32.0,DIC,30.5,1991
HIDALGO,24.1,DIC,20.9,1991
JALISCO,29.1,DIC,25.6,1991
ESTADO DE MÉXICO,22.5,DIC,20.4,1991
MICHOACÁN,28.0,DIC,24.8,1991
MORELOS,29.5,DIC,27.2,1991
NAYARIT,32.6,DIC,30.0,1991
NUEVO LEÓN,27.1,DIC,19.7,1991
OAXACA,28.4,DIC,26.2,1991
PUEBLA,25.0,DIC,22.6,1991
QUERÉTARO,25.7,DIC,21.9,1991
QUINTANA ROO,31.9,DIC,28.7,1991
SAN LUIS POTOSÍ,27.5,DIC,21.7,1991
SINALOA,32.3,DIC,26.4,1991
SONORA,30.4,DIC,21.5,1991
TABASCO,33.4,DIC,29.0,1991
TAMAULIPAS,29.9,DIC,23.1,1991
TLAXCALA,22.4,DIC,20.3,1991
VERACRUZ,28.5,DIC,23.7,1991
YUCATÁN,33.4,DIC,30.2,1991
ZACATECAS,25.5,DIC,20.6,1991
AGUASCALIENTES,16.4,ENE,11.4,1992
BAJA CALIFORNIA,19.4,ENE,13.0,1992
BAJA CALIFORNIA SUR,22.5,ENE,15.9,1992
CAMPECHE,26.0,ENE,23.5,1992
COAHUILA,19.1,ENE,10.4,1992
COLIMA,24.9,ENE,22.3,1992
CHIAPAS,24.0,ENE,22.1,1992
CHIHUAHUA,16.7,ENE,7.1,1992
DISTRITO FEDERAL,16.1,ENE,13.5,1992
DURANGO,16.7,ENE,9.3,1992
GUANAJUATO,17.4,ENE,13.3,1992
GUERRERO,25.0,ENE,23.0,1992
HIDALGO,15.8,ENE,12.3,1992
JALISCO,19.9,ENE,15.8,1992
ESTADO DE MÉXICO,14.0,ENE,11.3,1992
MICHOACÁN,18.9,ENE,15.0,1992
MORELOS,21.4,ENE,18.8,1992
NAYARIT,24.8,ENE,20.1,1992
NUEVO LEÓN,19.4,ENE,11.4,1992
OAXACA,21.3,ENE,19.2,1992
PUEBLA,17.1,ENE,14.7,1992
QUERÉTARO,17.4,ENE,13.0,1992
QUINTANA ROO,25.5,ENE,22.8,1992
SAN LUIS POTOSÍ,20.0,ENE,13.8,1992
SINALOA,24.9,ENE,18.8,1992
SONORA,21.7,ENE,13.9,1992
TABASCO,27.1,ENE,23.5,1992
TAMAULIPAS,22.8,ENE,15.2,1992
TLAXCALA,13.9,ENE,11.4,1992
VERACRUZ,22.3,ENE,17.8,1992
YUCATÁN,25.9,ENE,23.1,1992
ZACATECAS,16.5,ENE,11.0,1992
AGUASCALIENTES,16.4,FEB,12.4,1992
BAJA CALIFORNIA,19.4,FEB,14.9,1992
BAJA CALIFORNIA SUR,22.5,FEB,17.1,1992
CAMPECHE,26.0,FEB,24.0,1992
COAHUILA,19.1,FEB,13.2,1992
COLIMA,24.9,FEB,21.7,1992
CHIAPAS,24.0,FEB,22.5,1992
CHIHUAHUA,16.7,FEB,9.8,1992
DISTRITO FEDERAL,16.1,FEB,14.3,1992
DURANGO,16.7,FEB,10.8,1992
GUANAJUATO,17.4,FEB,14.3,1992
GUERRERO,25.0,FEB,22.9,1992
HIDALGO,15.8,FEB,13.2,1992
JALISCO,19.9,FEB,16.1,1992
ESTADO DE MÉXICO,14.0,FEB,11.7,1992
MICHOACÁN,18.9,FEB,15.4,1992
MORELOS,21.4,FEB,19.0,1992
NAYARIT,24.8,FEB,20.2,1992
NUEVO LEÓN,19.4,FEB,14.3,1992
OAXACA,21.3,FEB,19.7,1992
PUEBLA,17.1,FEB,15.0,1992
QUERÉTARO,17.4,FEB,14.6,1992
QUINTANA ROO,25.5,FEB,22.9,1992
SAN LUIS POTOSÍ,20.0,FEB,16.1,1992
SINALOA,24.9,FEB,19.1,1992
SONORA,21.7,FEB,15.5,1992
TABASCO,27.1,FEB,24.5,1992
TAMAULIPAS,22.8,FEB,18.8,1992
TLAXCALA,13.9,FEB,12.1,1992
VERACRUZ,22.3,FEB,19.2,1992
YUCATÁN,25.9,FEB,23.4,1992
ZACATECAS,16.5,FEB,11.6,1992
AGUASCALIENTES,16.4,MAR,15.7,1992
BAJA CALIFORNIA,19.4,MAR,15.0,1992
BAJA CALIFORNIA SUR,22.5,MAR,18.3,1992
CAMPECHE,26.0,MAR,26.4,1992
COAHUILA,19.1,MAR,16.8,1992
COLIMA,24.9,MAR,24.2,1992
CHIAPAS,24.0,MAR,24.5,1992
CHIHUAHUA,16.7,MAR,12.8,1992
DISTRITO FEDERAL,16.1,MAR,17.8,1992
DURANGO,16.7,MAR,14.4,1992
GUANAJUATO,17.4,MAR,17.5,1992
GUERRERO,25.0,MAR,25.8,1992
HIDALGO,15.8,MAR,16.5,1992
JALISCO,19.9,MAR,19.3,1992
ESTADO DE MÉXICO,14.0,MAR,14.7,1992
MICHOACÁN,18.9,MAR,19.2,1992
MORELOS,21.4,MAR,22.3,1992
NAYARIT,24.8,MAR,23.2,1992
NUEVO LEÓN,19.4,MAR,18.0,1992
OAXACA,21.3,MAR,22.0,1992
PUEBLA,17.1,MAR,17.8,1992
QUERÉTARO,17.4,MAR,17.9,1992
QUINTANA ROO,25.5,MAR,25.3,1992
SAN LUIS POTOSÍ,20.0,MAR,19.6,1992
SINALOA,24.9,MAR,21.0,1992
SONORA,21.7,MAR,16.6,1992
TABASCO,27.1,MAR,26.9,1992
TAMAULIPAS,22.8,MAR,21.9,1992
TLAXCALA,13.9,MAR,15.0,1992
VERACRUZ,22.3,MAR,22.1,1992
YUCATÁN,25.9,MAR,25.7,1992
ZACATECAS,16.5,MAR,15.3,1992
AGUASCALIENTES,16.4,ABR,16.7,1992
BAJA CALIFORNIA,19.4,ABR,19.2,1992
BAJA CALIFORNIA SUR,22.5,ABR,21.2,1992
CAMPECHE,26.0,ABR,27.0,1992
COAHUILA,19.1,ABR,18.9,1992
COLIMA,24.9,ABR,24.4,1992
CHIAPAS,24.0,ABR,25.4,1992
CHIHUAHUA,16.7,ABR,17.4,1992
DISTRITO FEDERAL,16.1,ABR,17.2,1992
DURANGO,16.7,ABR,16.8,1992
GUANAJUATO,17.4,ABR,18.3,1992
GUERRERO,25.0,ABR,26.8,1992
HIDALGO,15.8,ABR,16.6,1992
JALISCO,19.9,ABR,20.4,1992
ESTADO DE MÉXICO,14.0,ABR,14.9,1992
MICHOACÁN,18.9,ABR,19.9,1992
MORELOS,21.4,ABR,23.3,1992
NAYARIT,24.8,ABR,24.4,1992
NUEVO LEÓN,19.4,ABR,19.4,1992
OAXACA,21.3,ABR,22.6,1992
PUEBLA,17.1,ABR,18.2,1992
QUERÉTARO,17.4,ABR,18.0,1992
QUINTANA ROO,25.5,ABR,26.3,1992
SAN LUIS POTOSÍ,20.0,ABR,20.4,1992
SINALOA,24.9,ABR,24.1,1992
SONORA,21.7,ABR,21.3,1992
TABASCO,27.1,ABR,28.5,1992
TAMAULIPAS,22.8,ABR,23.1,1992
TLAXCALA,13.9,ABR,14.5,1992
VERACRUZ,22.3,ABR,23.1,1992
YUCATÁN,25.9,ABR,26.5,1992
ZACATECAS,16.5,ABR,16.5,1992
AGUASCALIENTES,16.4,MAY,18.9,1992
BAJA CALIFORNIA,19.4,MAY,20.7,1992
BAJA CALIFORNIA SUR,22.5,MAY,23.4,1992
CAMPECHE,26.0,MAY,27.0,1992
COAHUILA,19.1,MAY,21.3,1992
COLIMA,24.9,MAY,27.0,1992
CHIAPAS,24.0,MAY,25.2,1992
CHIHUAHUA,16.7,MAY,19.9,1992
DISTRITO FEDERAL,16.1,MAY,17.1,1992
DURANGO,16.7,MAY,19.2,1992
GUANAJUATO,17.4,MAY,19.5,1992
GUERRERO,25.0,MAY,27.1,1992
HIDALGO,15.8,MAY,17.1,1992
JALISCO,19.9,MAY,22.3,1992
ESTADO DE MÉXICO,14.0,MAY,15.1,1992
MICHOACÁN,18.9,MAY,21.2,1992
MORELOS,21.4,MAY,23.1,1992
NAYARIT,24.8,MAY,26.9,1992
NUEVO LEÓN,19.4,MAY,21.3,1992
OAXACA,21.3,MAY,22.7,1992
PUEBLA,17.1,MAY,18.3,1992
QUERÉTARO,17.4,MAY,18.6,1992
QUINTANA ROO,25.5,MAY,26.1,1992
SAN LUIS POTOSÍ,20.0,MAY,22.0,1992
SINALOA,24.9,MAY,27.1,1992
SONORA,21.7,MAY,24.8,1992
TABASCO,27.1,MAY,28.8,1992
TAMAULIPAS,22.8,MAY,24.7,1992
TLAXCALA,13.9,MAY,14.7,1992
VERACRUZ,22.3,MAY,23.8,1992
YUCATÁN,25.9,MAY,26.9,1992
ZACATECAS,16.5,MAY,18.8,1992
AGUASCALIENTES,16.4,JUN,20.6,1992
BAJA CALIFORNIA,19.4,JUN,22.6,1992
BAJA CALIFORNIA SUR,22.5,JUN,25.7,1992
CAMPECHE,26.0,JUN,28.0,1992
COAHUILA,19.1,JUN,25.5,1992
COLIMA,24.9,JUN,27.4,1992
CHIAPAS,24.0,JUN,25.4,1992
CHIHUAHUA,16.7,JUN,24.4,1992
DISTRITO FEDERAL,16.1,JUN,18.7,1992
DURANGO,16.7,JUN,23.5,1992
GUANAJUATO,17.4,JUN,20.4,1992
GUERRERO,25.0,JUN,26.8,1992
HIDALGO,15.8,JUN,18.2,1992
JALISCO,19.9,JUN,24.5,1992
ESTADO DE MÉXICO,14.0,JUN,16.0,1992
MICHOACÁN,18.9,JUN,22.4,1992
MORELOS,21.4,JUN,23.0,1992
NAYARIT,24.8,JUN,28.9,1992
NUEVO LEÓN,19.4,JUN,25.0,1992
OAXACA,21.3,JUN,22.9,1992
PUEBLA,17.1,JUN,19.1,1992
QUERÉTARO,17.4,JUN,20.1,1992
QUINTANA ROO,25.5,JUN,27.8,1992
SAN LUIS POTOSÍ,20.0,JUN,23.9,1992
SINALOA,24.9,JUN,30.4,1992
SONORA,21.7,JUN,28.5,1992
TABASCO,27.1,JUN,29.3,1992
TAMAULIPAS,22.8,JUN,28.0,1992
TLAXCALA,13.9,JUN,16.1,1992
VERACRUZ,22.3,JUN,25.7,1992
YUCATÁN,25.9,JUN,28.2,1992
ZACATECAS,16.5,JUN,21.7,1992
AGUASCALIENTES,16.4,JUL,19.6,1992
BAJA CALIFORNIA,19.4,JUL,25.3,1992
BAJA CALIFORNIA SUR,22.5,JUL,28.5,1992
CAMPECHE,26.0,JUL,27.0,1992
